date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:55:01	55545/55545	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d274-d8f9%22	https://templates.hibootstrap.com/sanu/default/assets/images/stundent-life/student-life-3.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/stundent-life/student-life-3.jpg	(from https://templates.hibootstrap.com/sanu/default/campus-life.html)
15:55:01	28638/28638	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d26d-6fde%22	https://templates.hibootstrap.com/sanu/default/assets/images/alumni/alumni-1.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/alumni/alumni-1.jpg	(from https://templates.hibootstrap.com/sanu/default/alumni.html)
15:55:03	78293/78293	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d26d-131d5%22	https://templates.hibootstrap.com/sanu/default/assets/images/alumni/alumni-2.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/alumni/alumni-2.jpg	(from https://templates.hibootstrap.com/sanu/default/alumni.html)
15:55:03	34613/34613	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d26d-8735%22	https://templates.hibootstrap.com/sanu/default/assets/images/alumni/alumni-3.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/alumni/alumni-3.jpg	(from https://templates.hibootstrap.com/sanu/default/alumni.html)
15:55:04	45819/45819	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d26b-b2fb%22	https://templates.hibootstrap.com/sanu/default/assets/images/alumni/alumni-4.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/alumni/alumni-4.jpg	(from https://templates.hibootstrap.com/sanu/default/alumni.html)
15:55:05	365608/365608	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d274-59428%22	https://templates.hibootstrap.com/sanu/default/assets/images/stundent-life/student-life-2.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/stundent-life/student-life-2.jpg	(from https://templates.hibootstrap.com/sanu/default/campus-life.html)
15:55:05	29314/29314	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d26b-7282%22	https://templates.hibootstrap.com/sanu/default/assets/images/alumni/alumni-5.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/alumni/alumni-5.jpg	(from https://templates.hibootstrap.com/sanu/default/alumni.html)
15:55:08	29981/29981	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d26c-751d%22	https://templates.hibootstrap.com/sanu/default/assets/images/alumni/alumni-6.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/alumni/alumni-6.jpg	(from https://templates.hibootstrap.com/sanu/default/alumni.html)
15:55:10	273455/273455	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d256-42c2f%22	https://templates.hibootstrap.com/sanu/default/assets/images/admission/admission-2.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/admission/admission-2.jpg	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:55:12	82763/82763	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d25b-1434b%22	https://templates.hibootstrap.com/sanu/default/assets/images/podcasts/podcasts-4.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/podcasts/podcasts-4.jpg	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:55:14	232791/232791	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d283-38d57%22	https://templates.hibootstrap.com/sanu/default/assets/images/health-care/health-care-4.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/health-care/health-care-4.jpg	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:55:15	94458/94458	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d25b-170fa%22	https://templates.hibootstrap.com/sanu/default/assets/images/podcasts/podcasts-5.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/podcasts/podcasts-5.jpg	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:55:15	69996/69996	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d25b-1116c%22	https://templates.hibootstrap.com/sanu/default/assets/images/podcasts/podcasts-6.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/podcasts/podcasts-6.jpg	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:55:16	70175/70175	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d25c-1121f%22	https://templates.hibootstrap.com/sanu/default/assets/images/podcasts/podcasts-7.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/podcasts/podcasts-7.jpg	(from https://templates.hibootstrap.com/sanu/default/index-2.html)
15:55:20	66215/66215	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d283-102a7%22	https://templates.hibootstrap.com/sanu/default/assets/images/health-care/health-care-5.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/health-care/health-care-5.jpg	(from https://templates.hibootstrap.com/sanu/default/index-3.html)
15:55:21	113427/113427	---M--	200	added ('OK')	image/jpeg	etag:%2264f6d284-1bb13%22	https://templates.hibootstrap.com/sanu/default/assets/images/health-care/health-care-6.jpg	C:/My%20Web%20Sites/lms/templates.hibootstrap.com/sanu/default/assets/images/health-care/health-care-6.jpg	(from https://templates.hibootstrap.com/sanu/default/index-3.html)
